app,model,table,data_class,field,db_column,type,null,blank,primary_key,unique,db_index,default,choices,relation,to_model,on_delete,related_name
core,Notification,core_notification,audit/ops,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,Notification,core_notification,audit/ops,tenant,tenant_id,ForeignKey->Tenant,True,True,False,False,True,,,FK,Tenant,CASCADE,notifications
core,Notification,core_notification,audit/ops,recipient,recipient_id,ForeignKey->User,False,False,False,False,True,,,FK,User,CASCADE,notifications
core,Notification,core_notification,audit/ops,actor,actor_id,ForeignKey->User,True,True,False,False,True,,,FK,User,SET_NULL,+
core,Notification,core_notification,audit/ops,category,category,CharField(max_length=20),False,False,False,False,False,Notification.Category.GENERAL,APPROVAL_REQUEST=Approval requested; APPROVAL_RESULT=Approval decision; DOCUMENT_SENT=Document sent; ACCESS_REQUEST=Access request; OVERDUE=Overdue reminder; GENERAL=General,,,,
core,Notification,core_notification,audit/ops,title,title,CharField(max_length=200),False,False,False,False,False,,,,,,
core,Notification,core_notification,audit/ops,message,message,TextField,False,True,False,False,False,,,,,,
core,Notification,core_notification,audit/ops,url,url,CharField(max_length=300),False,True,False,False,False,,,,,,
core,Notification,core_notification,audit/ops,is_read,is_read,BooleanField,False,False,False,False,False,False,,,,,
core,Notification,core_notification,audit/ops,read_at,read_at,DateTimeField,True,True,False,False,False,,,,,,
core,Notification,core_notification,audit/ops,created_at,created_at,DateTimeField,False,False,False,False,False,callable:now,,,,,
core,NotificationPreference,core_notificationpreference,config,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,NotificationPreference,core_notificationpreference,config,user,user_id,ForeignKey->User,False,False,False,False,True,,,FK,User,CASCADE,notification_prefs
core,NotificationPreference,core_notificationpreference,config,tenant,tenant_id,ForeignKey->Tenant,False,False,False,False,True,,,FK,Tenant,CASCADE,notification_prefs
core,NotificationPreference,core_notificationpreference,config,category,category,CharField(max_length=20),False,False,False,False,False,,APPROVAL_REQUEST=Approval requested; APPROVAL_RESULT=Approval decision; DOCUMENT_SENT=Document sent; ACCESS_REQUEST=Access request; OVERDUE=Overdue reminder; GENERAL=General,,,,
core,NotificationPreference,core_notificationpreference,config,in_app,in_app,BooleanField,False,False,False,False,False,True,,,,,
core,NotificationPreference,core_notificationpreference,config,email,email,BooleanField,False,False,False,False,False,True,,,,,
core,OrgMembership,core_orgmembership,config,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,OrgMembership,core_orgmembership,config,user,user_id,ForeignKey->User,False,False,False,False,True,,,FK,User,CASCADE,memberships
core,OrgMembership,core_orgmembership,config,tenant,tenant_id,ForeignKey->Tenant,False,False,False,False,True,,,FK,Tenant,CASCADE,memberships
core,OrgMembership,core_orgmembership,config,role,role,CharField(max_length=20),False,False,False,False,False,,ADMIN=Owner / Admin; ACCOUNTANT=Accountant; MANAGER=Manager; SALES=Sales Staff; WAREHOUSE=Warehouse Staff; PURCHASING=Purchasing Staff; FINANCE=Finance Staff; READONLY=Read-only User,,,,
core,OrgMembership,core_orgmembership,config,department,department_id,ForeignKey->Department,True,True,False,False,True,,,FK,Department,SET_NULL,members
core,OrgMembership,core_orgmembership,config,is_default,is_default,BooleanField,False,False,False,False,False,False,,,,,
core,OrgMembership,core_orgmembership,config,created_at,created_at,DateTimeField,False,False,False,False,False,callable:now,,,,,
core,Payment,core_payment,transaction,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,Payment,core_payment,transaction,tenant,tenant_id,ForeignKey->Tenant,False,False,False,False,True,,,FK,Tenant,CASCADE,(default)
core,Payment,core_payment,transaction,direction,direction,CharField(max_length=10),False,False,False,False,False,,RECEIPT=Customer receipt; PAYMENT=Supplier payment; REFUND=Customer refund,,,,
core,Payment,core_payment,transaction,customer,customer_id,ForeignKey->Customer,True,True,False,False,True,,,FK,Customer,PROTECT,payments
core,Payment,core_payment,transaction,supplier,supplier_id,ForeignKey->Supplier,True,True,False,False,True,,,FK,Supplier,PROTECT,payments
core,Payment,core_payment,transaction,payment_date,payment_date,DateField,False,False,False,False,False,callable:now,,,,,
core,Payment,core_payment,transaction,amount,amount,"DecimalField(12,2)",False,False,False,False,False,,,,,,
core,Payment,core_payment,transaction,method,method,CharField(max_length=10),False,False,False,False,False,Payment.Method.BANK,BANK=Bank transfer; CARD=Card; CASH=Cash; CHEQUE=Cheque; OTHER=Other,,,,
core,Payment,core_payment,transaction,reference,reference,CharField(max_length=100),True,True,False,False,False,,,,,,
core,Payment,core_payment,transaction,notes,notes,TextField,True,True,False,False,False,,,,,,
core,Payment,core_payment,transaction,currency_code,currency_code,CharField(max_length=3),False,False,False,False,False,'GBP',,,,,
core,Payment,core_payment,transaction,status,status,CharField(max_length=10),False,False,False,False,False,Payment.Status.DRAFT,DRAFT=Draft; POSTED=Posted,,,,
core,Payment,core_payment,transaction,is_reconciled,is_reconciled,BooleanField,False,False,False,False,False,False,,,,,
core,Payment,core_payment,transaction,reconciled_at,reconciled_at,DateTimeField,True,True,False,False,False,,,,,,
core,Payment,core_payment,transaction,created_at,created_at,DateTimeField,False,False,False,False,False,callable:now,,,,,
core,Payment,core_payment,transaction,is_deleted,is_deleted,BooleanField,False,False,False,False,False,False,,,,,
core,Payment,core_payment,transaction,deleted_at,deleted_at,DateTimeField,True,True,False,False,False,,,,,,
core,Payment,core_payment,transaction,deleted_by,deleted_by_id,ForeignKey->User,True,True,False,False,True,,,FK,User,SET_NULL,deleted_payments
core,PaymentAllocation,core_paymentallocation,transaction,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,PaymentAllocation,core_paymentallocation,transaction,payment,payment_id,ForeignKey->Payment,False,False,False,False,True,,,FK,Payment,CASCADE,allocations
core,PaymentAllocation,core_paymentallocation,transaction,customer_invoice,customer_invoice_id,ForeignKey->CustomerInvoice,True,True,False,False,True,,,FK,CustomerInvoice,PROTECT,payment_allocations
core,PaymentAllocation,core_paymentallocation,transaction,supplier_invoice,supplier_invoice_id,ForeignKey->SupplierInvoice,True,True,False,False,True,,,FK,SupplierInvoice,PROTECT,payment_allocations
core,PaymentAllocation,core_paymentallocation,transaction,amount,amount,"DecimalField(12,2)",False,False,False,False,False,,,,,,
core,Product,core_product,master,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,Product,core_product,master,tenant,tenant_id,ForeignKey->Tenant,False,False,False,False,True,,,FK,Tenant,CASCADE,(default)
core,Product,core_product,master,sku,sku,CharField(max_length=64),False,False,False,False,False,,,,,,
core,Product,core_product,master,name,name,CharField(max_length=255),False,False,False,False,False,,,,,,
core,Product,core_product,master,product_type,product_type,CharField(max_length=15),False,False,False,False,False,Product.Type.STOCK,STOCK=Stock item; SERVICE=Service; NON_STOCK=Non-stock item; BUNDLE=Bundle / kit; RAW_MATERIAL=Raw material; FINISHED_GOOD=Finished good,,,,
core,Product,core_product,master,category,category_id,ForeignKey->ProductCategory,True,True,False,False,True,,,FK,ProductCategory,SET_NULL,products
core,Product,core_product,master,brand,brand,CharField(max_length=120),True,True,False,False,False,,,,,,
core,Product,core_product,master,description,description,TextField,True,True,False,False,False,,,,,,
core,Product,core_product,master,image,image,FileField(max_length=100),True,True,False,False,False,,,,,,
core,Product,core_product,master,is_active,is_active,BooleanField,False,False,False,False,False,True,,,,,
core,Product,core_product,master,parent,parent_id,ForeignKey->Product,True,True,False,False,True,,,FK,Product,PROTECT,variants
core,Product,core_product,master,variant_name,variant_name,CharField(max_length=255),True,True,False,False,False,,,,,,
core,Product,core_product,master,option1,option1,CharField(max_length=64),True,True,False,False,False,,,,,,
core,Product,core_product,master,option2,option2,CharField(max_length=64),True,True,False,False,False,,,,,,
core,Product,core_product,master,option3,option3,CharField(max_length=64),True,True,False,False,False,,,,,,
core,Product,core_product,master,pack_size,pack_size,CharField(max_length=64),True,True,False,False,False,,,,,,
core,Product,core_product,master,base_uom,base_uom_id,ForeignKey->UnitOfMeasure,True,True,False,False,True,,,FK,UnitOfMeasure,PROTECT,(default)
core,Product,core_product,master,uom,uom,CharField(max_length=32),False,False,False,False,False,'each',,,,,
core,Product,core_product,master,sales_price,sales_price,"DecimalField(12,2)",False,False,False,False,False,Decimal('0.00'),,,,,
core,Product,core_product,master,tax_code,tax_code_id,ForeignKey->TaxCode,True,True,False,False,True,,,FK,TaxCode,SET_NULL,products
core,Product,core_product,master,cost_method,cost_method,CharField(max_length=20),False,False,False,False,False,Product.CostMethod.AVERAGE,FIFO=FIFO; AVERAGE=Average; STANDARD=Standard,,,,
core,Product,core_product,master,standard_cost,standard_cost,"DecimalField(12,2)",False,False,False,False,False,Decimal('0.00'),,,,,
core,Product,core_product,master,average_cost,average_cost,"DecimalField(12,4)",False,False,False,False,False,Decimal('0.0000'),,,,,
core,Product,core_product,master,reorder_level,reorder_level,"DecimalField(12,2)",False,False,False,False,False,Decimal('0.00'),,,,,
core,Product,core_product,master,preferred_supplier,preferred_supplier_id,ForeignKey->Supplier,True,True,False,False,True,,,FK,Supplier,SET_NULL,preferred_products
core,Product,core_product,master,track_lots,track_lots,BooleanField,False,False,False,False,False,False,,,,,
core,Product,core_product,master,track_expiry,track_expiry,BooleanField,False,False,False,False,False,False,,,,,
core,Product,core_product,master,track_serial,track_serial,BooleanField,False,False,False,False,False,False,,,,,
core,ProductBarcode,core_productbarcode,master,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,ProductBarcode,core_productbarcode,master,tenant,tenant_id,ForeignKey->Tenant,False,False,False,False,True,,,FK,Tenant,CASCADE,(default)
core,ProductBarcode,core_productbarcode,master,product,product_id,ForeignKey->Product,False,False,False,False,True,,,FK,Product,CASCADE,barcodes
core,ProductBarcode,core_productbarcode,master,code,code,CharField(max_length=64),False,False,False,False,False,,,,,,
core,ProductCategory,core_productcategory,master,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,ProductCategory,core_productcategory,master,tenant,tenant_id,ForeignKey->Tenant,False,False,False,False,True,,,FK,Tenant,CASCADE,product_categories
core,ProductCategory,core_productcategory,master,name,name,CharField(max_length=120),False,False,False,False,False,,,,,,
core,ProductCategory,core_productcategory,master,parent,parent_id,ForeignKey->ProductCategory,True,True,False,False,True,,,FK,ProductCategory,SET_NULL,subcategories
core,PurchaseOrder,core_purchaseorder,transaction,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,PurchaseOrder,core_purchaseorder,transaction,tenant,tenant_id,ForeignKey->Tenant,False,False,False,False,True,,,FK,Tenant,CASCADE,(default)
core,PurchaseOrder,core_purchaseorder,transaction,po_number,po_number,CharField(max_length=40),False,False,False,False,False,,,,,,
core,PurchaseOrder,core_purchaseorder,transaction,supplier,supplier_id,ForeignKey->Supplier,False,False,False,False,True,,,FK,Supplier,PROTECT,(default)
core,PurchaseOrder,core_purchaseorder,transaction,site,site_id,ForeignKey->Site,True,True,False,False,True,,,FK,Site,SET_NULL,purchase_orders
core,PurchaseOrder,core_purchaseorder,transaction,receiving_location,receiving_location_id,ForeignKey->Location,True,True,False,False,True,,,FK,Location,SET_NULL,purchase_orders
core,PurchaseOrder,core_purchaseorder,transaction,delivery_address,delivery_address,TextField,True,True,False,False,False,,,,,,
core,PurchaseOrder,core_purchaseorder,transaction,currency_code,currency_code,CharField(max_length=3),False,False,False,False,False,'GBP',,,,,
core,PurchaseOrder,core_purchaseorder,transaction,version,version,PositiveIntegerField,False,False,False,False,False,1,,,,,
core,PurchaseOrder,core_purchaseorder,transaction,supersedes,supersedes_id,ForeignKey->PurchaseOrder,True,True,False,False,True,,,FK,PurchaseOrder,SET_NULL,amended_by
core,PurchaseOrder,core_purchaseorder,transaction,is_current,is_current,BooleanField,False,False,False,False,False,True,,,,,
core,PurchaseOrder,core_purchaseorder,transaction,cancelled_reason,cancelled_reason,CharField(max_length=255),True,True,False,False,False,,,,,,
core,PurchaseOrder,core_purchaseorder,transaction,sent_to,sent_to,CharField(max_length=254),True,True,False,False,False,,,,,,
core,PurchaseOrder,core_purchaseorder,transaction,sent_at,sent_at,DateTimeField,True,True,False,False,False,,,,,,
core,PurchaseOrder,core_purchaseorder,transaction,sent_subject,sent_subject,CharField(max_length=200),True,True,False,False,False,,,,,,
core,PurchaseOrder,core_purchaseorder,transaction,approval_required,approval_required,BooleanField,False,False,False,False,False,False,,,,,
core,PurchaseOrder,core_purchaseorder,transaction,approved_by,approved_by_id,ForeignKey->User,True,True,False,False,True,,,FK,User,SET_NULL,approved_pos
core,PurchaseOrder,core_purchaseorder,transaction,approved_at,approved_at,DateTimeField,True,True,False,False,False,,,,,,
core,PurchaseOrder,core_purchaseorder,transaction,status,status,CharField(max_length=24),False,False,False,False,False,PurchaseOrder.Status.DRAFT,DRAFT=Draft; SUBMITTED=Submitted; APPROVAL_PENDING=Approval Pending; APPROVED=Approved; SENT=Sent; IN_TRANSIT=In Transit; PARTIALLY_RECEIVED=Partially Received; RECEIVED=Fully Received; BILLED=Billed; CLOSED=Closed; CANCELLED=Cancelled,,,,
core,PurchaseOrder,core_purchaseorder,transaction,created_at,created_at,DateTimeField,False,False,False,False,False,callable:now,,,,,
core,PurchaseOrder,core_purchaseorder,transaction,expected_date,expected_date,DateField,True,True,False,False,False,,,,,,
core,PurchaseOrder,core_purchaseorder,transaction,notes,notes,TextField,True,True,False,False,False,,,,,,
core,PurchaseOrderAmendment,core_purchaseorderamendment,transaction,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,PurchaseOrderAmendment,core_purchaseorderamendment,transaction,tenant,tenant_id,ForeignKey->Tenant,False,False,False,False,True,,,FK,Tenant,CASCADE,(default)
core,PurchaseOrderAmendment,core_purchaseorderamendment,transaction,from_po,from_po_id,ForeignKey->PurchaseOrder,False,False,False,False,True,,,FK,PurchaseOrder,CASCADE,amendments_from
core,PurchaseOrderAmendment,core_purchaseorderamendment,transaction,to_po,to_po_id,ForeignKey->PurchaseOrder,False,False,False,False,True,,,FK,PurchaseOrder,CASCADE,amendments_to
core,PurchaseOrderAmendment,core_purchaseorderamendment,transaction,reason,reason,CharField(max_length=255),False,False,False,False,False,,,,,,
core,PurchaseOrderAmendment,core_purchaseorderamendment,transaction,created_by,created_by_id,ForeignKey->User,True,True,False,False,True,,,FK,User,SET_NULL,(default)
core,PurchaseOrderAmendment,core_purchaseorderamendment,transaction,created_at,created_at,DateTimeField,False,False,False,False,False,callable:now,,,,,
core,PurchaseOrderLine,core_purchaseorderline,transaction,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,PurchaseOrderLine,core_purchaseorderline,transaction,po,po_id,ForeignKey->PurchaseOrder,False,False,False,False,True,,,FK,PurchaseOrder,CASCADE,lines
core,PurchaseOrderLine,core_purchaseorderline,transaction,product,product_id,ForeignKey->Product,False,False,False,False,True,,,FK,Product,PROTECT,(default)
core,PurchaseOrderLine,core_purchaseorderline,transaction,uom,uom_id,ForeignKey->UnitOfMeasure,True,True,False,False,True,,,FK,UnitOfMeasure,PROTECT,(default)
core,PurchaseOrderLine,core_purchaseorderline,transaction,ordered_qty,ordered_qty,"DecimalField(12,2)",False,False,False,False,False,,,,,,
core,PurchaseOrderLine,core_purchaseorderline,transaction,received_qty,received_qty,"DecimalField(12,2)",False,False,False,False,False,Decimal('0.00'),,,,,
core,PurchaseOrderLine,core_purchaseorderline,transaction,unit_cost,unit_cost,"DecimalField(12,2)",False,False,False,False,False,,,,,,
core,PurchaseOrderLine,core_purchaseorderline,transaction,tax_code,tax_code_id,ForeignKey->TaxCode,True,True,False,False,True,,,FK,TaxCode,SET_NULL,po_lines
core,PurchaseOrderLine,core_purchaseorderline,transaction,root_line,root_line_id,ForeignKey->PurchaseOrderLine,True,True,False,False,True,,,FK,PurchaseOrderLine,SET_NULL,line_versions
core,PurchaseRequisition,core_purchaserequisition,transaction,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,PurchaseRequisition,core_purchaserequisition,transaction,tenant,tenant_id,ForeignKey->Tenant,False,False,False,False,True,,,FK,Tenant,CASCADE,(default)
core,PurchaseRequisition,core_purchaserequisition,transaction,req_number,req_number,CharField(max_length=40),False,False,False,False,False,,,,,,
core,PurchaseRequisition,core_purchaserequisition,transaction,department,department_id,ForeignKey->Department,True,True,False,False,True,,,FK,Department,SET_NULL,requisitions
core,PurchaseRequisition,core_purchaserequisition,transaction,preferred_supplier,preferred_supplier_id,ForeignKey->Supplier,True,True,False,False,True,,,FK,Supplier,SET_NULL,requisitions
core,PurchaseRequisition,core_purchaserequisition,transaction,needed_by,needed_by,DateField,True,True,False,False,False,,,,,,
core,PurchaseRequisition,core_purchaserequisition,transaction,justification,justification,TextField,True,True,False,False,False,,,,,,
core,PurchaseRequisition,core_purchaserequisition,transaction,status,status,CharField(max_length=20),False,False,False,False,False,PurchaseRequisition.Status.DRAFT,DRAFT=Draft; SUBMITTED=Pending Approval; APPROVED=Approved; REJECTED=Rejected; CONVERTED=Converted to PO; CANCELLED=Cancelled,,,,
core,PurchaseRequisition,core_purchaserequisition,transaction,requested_by,requested_by_id,ForeignKey->User,True,True,False,False,True,,,FK,User,SET_NULL,requisitions
core,PurchaseRequisition,core_purchaserequisition,transaction,approved_by,approved_by_id,ForeignKey->User,True,True,False,False,True,,,FK,User,SET_NULL,approved_requisitions
core,PurchaseRequisition,core_purchaserequisition,transaction,approved_at,approved_at,DateTimeField,True,True,False,False,False,,,,,,
core,PurchaseRequisition,core_purchaserequisition,transaction,rejected_reason,rejected_reason,CharField(max_length=255),True,True,False,False,False,,,,,,
core,PurchaseRequisition,core_purchaserequisition,transaction,converted_po,converted_po_id,ForeignKey->PurchaseOrder,True,True,False,False,True,,,FK,PurchaseOrder,SET_NULL,from_requisition
core,PurchaseRequisition,core_purchaserequisition,transaction,created_at,created_at,DateTimeField,False,False,False,False,False,callable:now,,,,,
core,PurchaseRequisitionLine,core_purchaserequisitionline,transaction,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,PurchaseRequisitionLine,core_purchaserequisitionline,transaction,requisition,requisition_id,ForeignKey->PurchaseRequisition,False,False,False,False,True,,,FK,PurchaseRequisition,CASCADE,lines
core,PurchaseRequisitionLine,core_purchaserequisitionline,transaction,product,product_id,ForeignKey->Product,False,False,False,False,True,,,FK,Product,PROTECT,(default)
core,PurchaseRequisitionLine,core_purchaserequisitionline,transaction,quantity,quantity,"DecimalField(12,2)",False,False,False,False,False,,,,,,
core,PurchaseRequisitionLine,core_purchaserequisitionline,transaction,estimated_unit_cost,estimated_unit_cost,"DecimalField(12,2)",True,True,False,False,False,,,,,,
core,PurchaseRequisitionLine,core_purchaserequisitionline,transaction,notes,notes,CharField(max_length=255),True,True,False,False,False,,,,,,
core,RecurringInvoice,core_recurringinvoice,transaction,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,RecurringInvoice,core_recurringinvoice,transaction,tenant,tenant_id,ForeignKey->Tenant,False,False,False,False,True,,,FK,Tenant,CASCADE,recurring_invoices
core,RecurringInvoice,core_recurringinvoice,transaction,customer,customer_id,ForeignKey->Customer,False,False,False,False,True,,,FK,Customer,PROTECT,recurring_invoices
core,RecurringInvoice,core_recurringinvoice,transaction,name,name,CharField(max_length=120),False,False,False,False,False,,,,,,
core,RecurringInvoice,core_recurringinvoice,transaction,frequency,frequency,CharField(max_length=10),False,False,False,False,False,RecurringInvoice.Frequency.MONTHLY,WEEKLY=Weekly; MONTHLY=Monthly; QUARTERLY=Quarterly; YEARLY=Yearly,,,,
core,RecurringInvoice,core_recurringinvoice,transaction,interval,interval,PositiveSmallIntegerField,False,False,False,False,False,1,,,,,
core,RecurringInvoice,core_recurringinvoice,transaction,start_date,start_date,DateField,False,False,False,False,False,callable:now,,,,,
core,RecurringInvoice,core_recurringinvoice,transaction,next_run_date,next_run_date,DateField,False,False,False,False,False,,,,,,
core,RecurringInvoice,core_recurringinvoice,transaction,end_date,end_date,DateField,True,True,False,False,False,,,,,,
core,RecurringInvoice,core_recurringinvoice,transaction,max_occurrences,max_occurrences,PositiveIntegerField,True,True,False,False,False,,,,,,
core,RecurringInvoice,core_recurringinvoice,transaction,occurrences,occurrences,PositiveIntegerField,False,False,False,False,False,0,,,,,
core,RecurringInvoice,core_recurringinvoice,transaction,auto_issue,auto_issue,BooleanField,False,False,False,False,False,True,,,,,
core,RecurringInvoice,core_recurringinvoice,transaction,currency_code,currency_code,CharField(max_length=3),False,False,False,False,False,'GBP',,,,,
core,RecurringInvoice,core_recurringinvoice,transaction,notes,notes,TextField,True,True,False,False,False,,,,,,
core,RecurringInvoice,core_recurringinvoice,transaction,terms,terms,TextField,True,True,False,False,False,,,,,,
core,RecurringInvoice,core_recurringinvoice,transaction,is_active,is_active,BooleanField,False,False,False,False,False,True,,,,,
core,RecurringInvoice,core_recurringinvoice,transaction,created_at,created_at,DateTimeField,False,False,False,False,False,callable:now,,,,,
core,RecurringInvoice,core_recurringinvoice,transaction,last_run_at,last_run_at,DateTimeField,True,True,False,False,False,,,,,,
core,RecurringInvoiceLine,core_recurringinvoiceline,transaction,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,RecurringInvoiceLine,core_recurringinvoiceline,transaction,product,product_id,ForeignKey->Product,True,True,False,False,True,,,FK,Product,PROTECT,(default)
core,RecurringInvoiceLine,core_recurringinvoiceline,transaction,description,description,CharField(max_length=255),True,True,False,False,False,,,,,,
core,RecurringInvoiceLine,core_recurringinvoiceline,transaction,qty,qty,"DecimalField(12,2)",False,False,False,False,False,Decimal('1.00'),,,,,
core,RecurringInvoiceLine,core_recurringinvoiceline,transaction,uom,uom_id,ForeignKey->UnitOfMeasure,True,True,False,False,True,,,FK,UnitOfMeasure,PROTECT,(default)
core,RecurringInvoiceLine,core_recurringinvoiceline,transaction,unit_price,unit_price,"DecimalField(12,2)",False,False,False,False,False,Decimal('0.00'),,,,,
core,RecurringInvoiceLine,core_recurringinvoiceline,transaction,discount_pct,discount_pct,"DecimalField(5,2)",False,True,False,False,False,Decimal('0.00'),,,,,
core,RecurringInvoiceLine,core_recurringinvoiceline,transaction,tax_code,tax_code_id,ForeignKey->TaxCode,True,True,False,False,True,,,FK,TaxCode,PROTECT,(default)
core,RecurringInvoiceLine,core_recurringinvoiceline,transaction,lot_code,lot_code,CharField(max_length=50),True,True,False,False,False,,,,,,
core,RecurringInvoiceLine,core_recurringinvoiceline,transaction,serial_number,serial_number,CharField(max_length=100),True,True,False,False,False,,,,,,
core,RecurringInvoiceLine,core_recurringinvoiceline,transaction,expiry_date,expiry_date,DateField,True,True,False,False,False,,,,,,
core,RecurringInvoiceLine,core_recurringinvoiceline,transaction,template,template_id,ForeignKey->RecurringInvoice,False,False,False,False,True,,,FK,RecurringInvoice,CASCADE,lines
core,ReplenishmentPolicy,core_replenishmentpolicy,master/config,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,ReplenishmentPolicy,core_replenishmentpolicy,master/config,tenant,tenant_id,ForeignKey->Tenant,False,False,False,False,True,,,FK,Tenant,CASCADE,replenishment_policies
core,ReplenishmentPolicy,core_replenishmentpolicy,master/config,product,product_id,ForeignKey->Product,False,False,False,False,True,,,FK,Product,CASCADE,replenishment_policies
core,ReplenishmentPolicy,core_replenishmentpolicy,master/config,location,location_id,ForeignKey->Location,True,True,False,False,True,,,FK,Location,CASCADE,replenishment_policies
core,ReplenishmentPolicy,core_replenishmentpolicy,master/config,min_stock,min_stock,"DecimalField(12,2)",False,False,False,False,False,Decimal('0.00'),,,,,
core,ReplenishmentPolicy,core_replenishmentpolicy,master/config,max_stock,max_stock,"DecimalField(12,2)",False,False,False,False,False,Decimal('0.00'),,,,,
core,ReplenishmentPolicy,core_replenishmentpolicy,master/config,safety_stock,safety_stock,"DecimalField(12,2)",False,False,False,False,False,Decimal('0.00'),,,,,
core,ReplenishmentPolicy,core_replenishmentpolicy,master/config,reorder_point,reorder_point,"DecimalField(12,2)",False,False,False,False,False,Decimal('0.00'),,,,,
core,ReplenishmentPolicy,core_replenishmentpolicy,master/config,reorder_quantity,reorder_quantity,"DecimalField(12,2)",False,False,False,False,False,Decimal('0.00'),,,,,
core,ReplenishmentPolicy,core_replenishmentpolicy,master/config,eoq,eoq,"DecimalField(12,2)",True,True,False,False,False,,,,,,
core,ReplenishmentPolicy,core_replenishmentpolicy,master/config,lead_time_days,lead_time_days,PositiveSmallIntegerField,False,False,False,False,False,0,,,,,
core,ReplenishmentPolicy,core_replenishmentpolicy,master/config,preferred_supplier,preferred_supplier_id,ForeignKey->Supplier,True,True,False,False,True,,,FK,Supplier,SET_NULL,replenishment_policies
core,ReplenishmentPolicy,core_replenishmentpolicy,master/config,moq,moq,"DecimalField(12,2)",False,False,False,False,False,Decimal('0.00'),,,,,
core,ReplenishmentPolicy,core_replenishmentpolicy,master/config,pack_size,pack_size,"DecimalField(12,2)",False,False,False,False,False,Decimal('0.00'),,,,,
core,ReplenishmentPolicy,core_replenishmentpolicy,master/config,is_active,is_active,BooleanField,False,False,False,False,False,True,,,,,
core,ReturnAuthorization,core_returnauthorization,transaction,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,ReturnAuthorization,core_returnauthorization,transaction,tenant,tenant_id,ForeignKey->Tenant,False,False,False,False,True,,,FK,Tenant,CASCADE,(default)
core,ReturnAuthorization,core_returnauthorization,transaction,channel,channel,CharField(max_length=20),False,False,False,False,False,SalesChannel.SHOPIFY,SHOPIFY=Shopify; AMAZON=Amazon,,,,
core,ReturnAuthorization,core_returnauthorization,transaction,rma_number,rma_number,CharField(max_length=50),False,False,False,False,False,,,,,,
core,ReturnAuthorization,core_returnauthorization,transaction,original_order_number,original_order_number,CharField(max_length=50),True,True,False,False,False,,,,,,
core,ReturnAuthorization,core_returnauthorization,transaction,status,status,CharField(max_length=20),False,False,False,False,False,ReturnAuthorization.Status.DRAFT,DRAFT=Draft; APPROVED=Approved; RECEIVED=Received; CLOSED=Closed,,,,
core,ReturnAuthorization,core_returnauthorization,transaction,receive_location,receive_location_id,ForeignKey->Location,False,False,False,False,True,,,FK,Location,PROTECT,returns_received_to
core,ReturnAuthorization,core_returnauthorization,transaction,created_at,created_at,DateTimeField,False,False,False,False,False,callable:now,,,,,
core,ReturnLine,core_returnline,transaction,id,id,BigAutoField,False,True,True,True,False,,,,,,
core,ReturnLine,core_returnline,transaction,rma,rma_id,ForeignKey->ReturnAuthorization,False,False,False,False,True,,,FK,ReturnAuthorization,CASCADE,lines
core,ReturnLine,core_returnline,transaction,product,product_id,ForeignKey->Product,False,False,False,False,True,,,FK,Product,PROTECT,(default)
core,ReturnLine,core_returnline,transaction,qty,qty,"DecimalField(12,2)",False,False,False,False,False,,,,,,
core,ReturnLine,core_returnline,transaction,reason,reason,CharField(max_length=200),True,True,False,False,False,,,,,,
core,ReturnLine,core_returnline,transaction,lot_code,lot_code,CharField(max_length=100),True,True,False,False,False,,,,,,
core,ReturnLine,core_returnline,transaction,serial_number,serial_number,CharField(max_length=100),True,True,False,False,False,,,,,,
core,ReturnLine,core_returnline,transaction,expiry_date,expiry_date,DateField,True,True,False,False,False,,,,,,
core,ReturnLine,core_returnline,transaction,disposition,disposition,CharField(max_length=20),False,False,False,False,False,ReturnLine.Disposition.QUARANTINE,RESTOCK=Restock (sellable); QUARANTINE=Quarantine (inspection hold); SCRAP=Scrap / write-off; REPAIR=Repair / refurbish (hold); RETURN_TO_SUPPLIER=Return to supplier (hold),,,,
core,ReturnLine,core_returnline,transaction,disposition_reason,disposition_reason,CharField(max_length=200),True,True,False,False,False,,,,,,
core,ReturnLine,core_returnline,transaction,inspected_by,inspected_by_id,ForeignKey->User,True,True,False,False,True,,,FK,User,SET_NULL,inspected_return_lines
core,ReturnLine,core_returnline,transaction,inspected_at,inspected_at,DateTimeField,True,True,False,False,False,,,,,,
core,ReturnLine,core_returnline,transaction,notes,notes,CharField(max_length=255),True,True,False,False,False,,,,,,
